Transcript	G17188.TCGA-02-0047-01A-01R-1849-01.2.bam	G17189.TCGA-06-0132-01A-02R-1849-01.2.bam	G17194.TCGA-02-0055-01A-01R-1849-01.2.bam	G17201.TCGA-06-0156-01A-02R-1849-01.2.bam	G17203.TCGA-06-0211-02A-02R-2005-01.2.bam	G17205.TCGA-06-0745-01A-01R-1849-01.2.bam	G17208.TCGA-06-0187-01A-01R-1849-01.2.bam	G17209.TCGA-06-0219-01A-01R-1849-01.2.bam	G17211.TCGA-06-0747-01A-01R-1849-01.2.bam	G17212.TCGA-06-0129-01A-01R-1849-01.2.bam	G17219.TCGA-06-0158-01A-01R-1849-01.2.bam	G17220.TCGA-06-0190-02A-01R-2005-01.2.bam	G17228.TCGA-06-0649-01B-01R-1849-01.2.bam	G17466.TCGA-06-0878-01A-01R-1849-01.2.bam	G17469.TCGA-06-2557-01A-01R-1849-01.2.bam	G17475.TCGA-06-2558-01A-01R-1849-01.2.bam	G17476.TCGA-06-2569-01A-01R-1849-01.2.bam	G17477.TCGA-27-2521-01A-01R-1850-01.2.bam	G17479.TCGA-14-1034-02B-01R-2005-01.2.bam	G17481.TCGA-06-2559-01A-01R-1849-01.2.bam	G17482.TCGA-06-2570-01A-01R-1849-01.2.bam	G17484.TCGA-14-0787-01A-01R-1849-01.2.bam	G17487.TCGA-06-2561-01A-02R-1849-01.2.bam	G17488.TCGA-14-0790-01B-01R-1849-01.2.bam	G17492.TCGA-27-1834-01A-01R-1850-01.2.bam	G17494.TCGA-14-2554-01A-01R-1850-01.2.bam	G17499.TCGA-06-2563-01A-01R-1849-01.2.bam	G17501.TCGA-27-2528-01A-01R-1850-01.2.bam	G17502.TCGA-14-0871-01A-01R-1849-01.2.bam	G17506.TCGA-27-1835-01A-01R-1850-01.2.bam	G17507.TCGA-28-1747-01C-01R-1850-01.2.bam	G17509.TCGA-14-1829-01A-01R-1850-01.2.bam	G17512.TCGA-27-1837-01A-01R-1850-01.2.bam	G17636.TCGA-32-4213-01A-01R-1850-01.2.bam	G17637.TCGA-06-5418-01A-01R-1849-01.2.bam	G17639.TCGA-12-3652-01A-01R-1849-01.2.bam	G17642.TCGA-41-2572-01A-01R-1850-01.2.bam	G17645.TCGA-12-3653-01A-01R-1849-01.2.bam	G17651.TCGA-19-1390-01A-01R-1850-01.2.bam	G17656.TCGA-28-2514-01A-02R-1850-01.2.bam	G17662.TCGA-32-1970-01A-01R-1850-01.2.bam	G17663.TCGA-19-2619-01A-01R-1850-01.2.bam	G17666.TCGA-06-5415-01A-01R-1849-01.2.bam	G17669.TCGA-19-2620-01A-01R-1850-01.2.bam	G17672.TCGA-06-5416-01A-01R-1849-01.2.bam	G17673.TCGA-26-5135-01A-01R-1850-01.2.bam	G17674.TCGA-12-1597-01B-01R-1849-01.2.bam	G17675.TCGA-19-2624-01A-01R-1850-01.2.bam	G17783.TCGA-28-5216-01A-01R-1850-01.4.bam	G17784.TCGA-76-4929-01A-01R-1850-01.4.bam	G17786.TCGA-28-2510-01A-01R-1850-01.4.bam	G17795.TCGA-06-5858-01A-01R-1849-01.4.bam	G17798.TCGA-32-5222-01A-01R-1850-01.4.bam	G17799.TCGA-06-1804-01A-01R-1849-01.4.bam	G17800.TCGA-06-5859-01A-01R-1849-01.4.bam	G17802.TCGA-28-5208-01A-01R-1850-01.4.bam	G17805.TCGA-14-0781-01B-01R-1849-01.4.bam	G17812.TCGA-28-5213-01A-01R-1850-01.4.bam	G17814.TCGA-06-5411-01A-01R-1849-01.4.bam	G17190.TCGA-06-0174-01A-01R-1849-01.2.bam	G17191.TCGA-06-0211-01A-01R-1849-01.2.bam	G17192.TCGA-06-0645-01A-01R-1849-01.2.bam	G17193.TCGA-06-0743-01A-01R-1849-01.2.bam	G17195.TCGA-06-0138-01A-02R-1849-01.2.bam	G17196.TCGA-06-0178-01A-01R-1849-01.2.bam	G17197.TCGA-06-0211-01B-01R-1849-01.2.bam	G17198.TCGA-06-0646-01A-01R-1849-01.2.bam	G17199.TCGA-06-0744-01A-01R-1849-01.2.bam	G17200.TCGA-06-0125-01A-01R-1849-01.2.bam	G17202.TCGA-06-0184-01A-01R-1849-01.2.bam	G17204.TCGA-08-0386-01A-01R-1849-01.2.bam	G17206.TCGA-06-0125-02A-11R-2005-01.2.bam	G17207.TCGA-06-0156-01A-03R-1849-01.2.bam	G17210.TCGA-12-0616-01A-01R-1849-01.2.bam	G17213.TCGA-06-0157-01A-01R-1849-01.2.bam	G17214.TCGA-06-0190-01A-01R-1849-01.2.bam	G17215.TCGA-06-0221-02A-11R-2005-01.2.bam	G17216.TCGA-12-0618-01A-01R-1849-01.2.bam	G17217.TCGA-06-0749-01A-01R-1849-01.2.bam	G17218.TCGA-06-0130-01A-01R-1849-01.2.bam	G17221.TCGA-06-0152-02A-01R-2005-01.2.bam	G17222.TCGA-12-0619-01A-01R-1849-01.2.bam	G17223.TCGA-06-0750-01A-01R-1849-01.2.bam	G17225.TCGA-06-0168-01A-01R-1849-01.2.bam	G17226.TCGA-06-0210-01A-01R-1849-01.2.bam	G17227.TCGA-06-0238-01A-02R-1849-01.2.bam	G17229.TCGA-15-0742-01A-01R-1850-01.2.bam	G17230.TCGA-06-0141-01A-01R-1849-01.2.bam	G17231.TCGA-06-0171-02A-11R-2005-01.2.bam	G17232.TCGA-06-0210-02A-01R-2005-01.2.bam	G17233.TCGA-06-0644-01A-02R-1849-01.2.bam	G17234.TCGA-06-0686-01A-01R-1849-01.2.bam	G17467.TCGA-14-0736-02A-01R-2005-01.2.bam	G17468.TCGA-19-0957-02A-11R-2005-01.2.bam	G17470.TCGA-06-2567-01A-01R-1849-01.2.bam	G17471.TCGA-27-2519-01A-01R-1850-01.2.bam	G17472.TCGA-06-0882-01A-01R-1849-01.2.bam	G17473.TCGA-14-1034-01A-01R-1849-01.2.bam	G17474.TCGA-19-1389-02A-21R-2005-01.2.bam	G17478.TCGA-12-0821-01A-01R-1849-01.2.bam	G17480.TCGA-27-1830-01A-01R-1850-01.2.bam	G17483.TCGA-27-2523-01A-01R-1850-01.2.bam	G17485.TCGA-14-1402-02A-01R-2005-01.2.bam	G17486.TCGA-27-1832-01A-01R-1850-01.2.bam	G17489.TCGA-27-2524-01A-01R-1850-01.2.bam	G17490.TCGA-14-0789-01A-01R-1849-01.2.bam	G17491.TCGA-16-1045-01B-01R-1850-01.2.bam	G17493.TCGA-06-2562-01A-01R-1849-01.2.bam	G17495.TCGA-27-2526-01A-01R-1850-01.2.bam	G17496.TCGA-14-0817-01A-01R-1849-01.2.bam	G17497.TCGA-14-1823-01A-01R-1849-01.2.bam	G17498.TCGA-02-2483-01A-01R-1849-01.2.bam	G17500.TCGA-27-1831-01A-01R-1850-01.2.bam	G17503.TCGA-14-1825-01A-01R-1850-01.2.bam	G17504.TCGA-02-2485-01A-01R-1849-01.2.bam	G17505.TCGA-06-2564-01A-01R-1849-01.2.bam	G17508.TCGA-16-0846-01A-01R-1850-01.2.bam	G17510.TCGA-02-2486-01A-01R-1849-01.2.bam	G17511.TCGA-06-2565-01A-01R-1849-01.2.bam	G17632.TCGA-28-1753-01A-01R-1850-01.2.bam	G17633.TCGA-12-3650-01A-01R-1849-01.2.bam	G17634.TCGA-19-2625-01A-01R-1850-01.2.bam	G17638.TCGA-28-2499-01A-01R-1850-01.2.bam	G17640.TCGA-19-2629-01A-01R-1850-01.2.bam	G17643.TCGA-12-5295-01A-01R-1849-01.2.bam	G17644.TCGA-28-2509-01A-01R-1850-01.2.bam	G17646.TCGA-32-2615-01A-01R-1850-01.2.bam	G17648.TCGA-41-3915-01A-01R-1850-01.2.bam	G17649.TCGA-12-5299-01A-02R-1849-01.2.bam	G17650.TCGA-28-2513-01A-01R-1850-01.2.bam	G17652.TCGA-32-2616-01A-01R-1850-01.2.bam	G17654.TCGA-41-4097-01A-01R-1850-01.2.bam	G17655.TCGA-26-5132-01A-01R-1850-01.2.bam	G17657.TCGA-19-1787-01B-01R-1850-01.2.bam	G17658.TCGA-32-2632-01A-01R-1850-01.2.bam	G17660.TCGA-06-5414-01A-01R-1849-01.2.bam	G17661.TCGA-26-5133-01A-01R-1850-01.2.bam	G17664.TCGA-32-2634-01A-01R-1850-01.2.bam	G17667.TCGA-26-5134-01A-01R-1850-01.2.bam	G17668.TCGA-32-1982-01A-01R-1850-01.2.bam	G17670.TCGA-32-2638-01A-01R-1850-01.2.bam	G17676.TCGA-41-2571-01A-01R-1850-01.2.bam	G17678.TCGA-06-5417-01A-01R-1849-01.2.bam	G17782.TCGA-26-5136-01B-01R-1850-01.4.bam	G17785.TCGA-06-5413-01A-01R-1849-01.4.bam	G17787.TCGA-26-5139-01A-01R-1850-01.4.bam	G17788.TCGA-28-5218-01A-01R-1850-01.4.bam	G17789.TCGA-76-4931-01A-01R-1850-01.4.bam	G17790.TCGA-06-5856-01A-01R-1849-01.4.bam	G17791.TCGA-32-1980-01A-01R-1850-01.4.bam	G17792.TCGA-28-5204-01A-01R-1850-01.4.bam	G17793.TCGA-28-5220-01A-01R-1850-01.4.bam	G17794.TCGA-76-4932-01A-01R-1850-01.4.bam	G17796.TCGA-41-5651-01A-01R-1850-01.4.bam	G17797.TCGA-28-5207-01A-01R-1850-01.4.bam	G17801.TCGA-19-4065-02A-11R-2005-01.4.bam	G17803.TCGA-76-4925-01A-01R-1850-01.4.bam	G17804.TCGA-06-5408-01A-01R-1849-01.4.bam	G17806.TCGA-19-4065-01A-01R-2005-01.4.bam	G17807.TCGA-28-5209-01A-01R-1850-01.4.bam	G17808.TCGA-76-4926-01B-01R-1850-01.4.bam	G17809.TCGA-06-5410-01A-01R-1849-01.4.bam	G17810.TCGA-15-1444-01A-02R-1850-01.4.bam	G17813.TCGA-76-4927-01A-01R-1850-01.4.bam	G17815.TCGA-19-5960-01A-11R-1850-01.4.bam	G17816.TCGA-28-5215-01A-01R-1850-01.4.bam	G17817.TCGA-76-4928-01B-01R-1850-01.4.bam	G17818.TCGA-06-5412-01A-01R-1849-01.4.bam	G17819.TCGA-26-1442-01A-01R-1850-01.4.bam
TCGA_gbm-1-5787751	127	308	290	126	64	38	51	768	79	62	109	682	52	652	25	724	46	110	1173	97	100	1620	709	1537	478	27	388	35	4505	142	80	1303	1794	1580	101	493	966	245	58	48	223	65	257	116	737	501	1012	0	30	12	11	10	24	6	20	742	15	3773	31	236	182	92	12	96	1630	153	120	42	101	207	32	138	80	414	115	256	62	5	24	489	536	61	63	3980	423	25	101	380	157	117	345	947	1485	267	257	14	1473	372	597	2731	248	26	3607	92	1302	870	449	96	334	7255	1158	1136	1028	2904	601	14	682	437	178	520	988	87	335	151	848	271	112	424	193	272	25	467	690	119	297	20	101	190	252	1674	298	397	297	351	34	725	7	28	33	141	315	43	17	6	208	150	13	33	4	1020	32	259	54	697	0	104	34	53	10
TCGA_gbm-3-176660751	3	0	0	0	0	1	0	0	0	0	1	0	5	14	0	4	0	0	27	2	1	19	1	0	2	1	2	0	127	2	0	3	70	8	1	3	7	9	1	1	0	2	2	45	35	5	5	0	0	0	0	0	0	0	0	4	0	415	0	0	3	0	0	0	0	0	0	0	6	0	0	1	0	2	1	0	2	0	0	1	1	1	0	7159	1	0	1	0	0	0	0	298	0	0	0	2	0	0	3	207	0	0	2	3	0	28	1	1	0	0	0	5	0	634	0	0	1	1	0	24	0	0	0	1	3	86	0	2	2	4	0	0	1	0	0	0	0	1	0	182	0	2	17	5	0	0	3	1	0	0	35	3	0	0	15	0	0	0	0	0	0	0	0	53	0	0	0	0	0
TCGA_gbm-22-29576001	60	481	40	49	354	281	182	189	27	15	86	148	209	48	67	168	21	20	63	64	53	87	60	195	83	204	113	82	38	14	95	342	109	227	85	227	97	81	12	78	47	43	159	48	77	60	187	49	45	76	72	78	80	153	201	207	164	356	133	171	131	449	172	157	394	109	77	80	81	258	213	207	87	57	78	185	41	73	140	41	143	51	158	315	157	142	35	54	595	250	369	96	539	147	497	50	273	151	35	78	0	102	165	192	164	178	170	67	626	170	107	66	412	75	48	115	72	157	44	62	130	67	76	43	47	40	108	200	282	291	150	99	197	102	184	125	34	159	30	245	153	66	14	154	224	203	139	57	21	216	102	278	90	107	95	49	28	78	100	171	247	1274	33	210	50	112	222	267	27
TCGA_gbm-13-110637251	50	68	9	13	34	543	94	124	14	3	40	6	194	92	58	50	0	143	74	86	20	17	20	287	6	7	186	101	2	35	8	315	60	41	64	1289	192	60	15	111	103	20	86	192	32	16	140	33	18	9	27	31	194	14	100	65	44	35	33	53	34	82	34	104	193	44	43	51	70	36	31	144	20	25	43	92	4	47	22	3	125	11	15	28	64	14	15	32	25	32	450	26	117	85	33	17	56	35	17	10	0	98	609	16	49	199	46	95	140	149	53	32	45	19	15	64	10	73	107	71	75	88	371	52	249	118	8	40	292	100	69	25	82	34	169	119	268	9	11	95	85	18	175	3	76	41	4	32	97	32	82	4	161	45	10	16	402	56	67	101	55	98	28	34	16	13	92	43	164
TCGA_gbm-13-63858251	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	2	0	4	17	34	4	0	0	0	8	5	0	4	0	13	236	2	0	0	0	0	1	0	5	0	0	8	33	66	0	0	0	26	0	0	0	4	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	13	6	0	161	0	0	0	4	0	0	56	0	0	462	3	0	0	7	0	672	0	0	0	0	0	1272	0	1	0	13	1	0	2	10	0	0	3	67	6	4	3	184	0	0	0	5	0	5	0	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	83	0	0	0
TCGA_gbm-5-81095001	0	0	0	0	0	0	0	4	1	1	0	2	0	0	0	2	0	3	0	0	0	63	0	17	1	0	0	0	20	2	0	3	0	0	16	0	0	1	0	1	0	1	1	0	4	7	0	0	3	0	0	0	0	0	0	0	0	10	0	2	0	0	4	0	0	5	0	0	2	0	2	12	2	8	1	0	2	2	0	0	0	0	1	14	0	0	4	0	6	207	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	3	0	0	5	0	0	0	64	0	0	18	2	1	0	0	0	2	0	0	38	2	21	1	7	0	0	0	0	0	44	0	807	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13	1
TCGA_gbm-X-151738001	7	19	9	8	8	8	11	20	7	11	8	7	7	5	2	9	1	7	7	3	5	14	4	17	4	5	7	4	11	1	4282	7	27	202	25	134	65	68	25	21	31	30	58	43	136	38792	111	16	0	0	0	0	0	0	0	0	0	0	0	18	10	11	5	3	41	13	8	2	7	11	4	13	4	23	9	13	7	7	7	4	8	5	4	98	6	3	1453	6	18	18	27	58	15	10	6	5	9	7	2	15	0	3	11	4	17	6	10	4	5	14	12	5	27	35	3	5	10	6	3	124	268	22	40	26	86	71	37	77	59	70	73	88	39	88	52	52	40	34	61	191	33	78	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA_gbm-8-114503501	0	20	18	17	3	3	7	18	12	7	7	6	8	6	381	312	30	42	744	25	67	169	23	131	87	6	89	248	1524	2	26	136	819	2894	9	118	670	198	16	21	23	100	948	28	35	308	90	0	7	0	51	8	11	4	5	22	30	1274	3	3	66	66	1	1	290	20	26	6	3	32	6	38	11	194	10	49	1	1	3	14	28	61	42	1761	9	0	14	4	3	13	10	1258	142	25	675	7	65	29	54	12	0	13	427	40	1058	159	57	32	132	787	2419	18	3117	1198	14	1	211	32	35	0	250	11	16	49	154	1	28	236	7	64	5	185	329	24	102	0	31	6	342	475	15	59	380	3	187	0	2	9	10	31	0	200	11	4	11	13	6	13	0	22	137	3	14	465	0	17	15	4	12
TCGA_gbm-10-128575251	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	5	2	1	1	2	1	1	1	3	1	1	6	2	1	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	2	3	1	1	5	1	2	0	4	3	1	3	5	3	1	4	7	2	8293	6	9	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA_gbm-6-92036251	25	80	1	34	62	8	54	117	91	21	134	6	92	7	68	791	0	65	6	77	205	0	1	348	84	292	13	32	0	2	298	21	30	61	39	36	102	124	2	16	111	1	11	9	0	119	185	46	30	21	1	21	637	134	65	37	0	37	12	129	37	44	65	330	40	77	17	31	22	8	640	24	64	11	534	2	9	136	82	1	3	21	1	103	14	121	6	1	1	171	0	19	3	68	116	22	8	5	0	89	0	5	154	7	1	2	3	0	20	346	71	8	67	143	101	46	248	3	5	34	84	1	34	12	22	0	99	44	46	46	36	1	39	30	137	13	0	6	8	47	141	8	78	149	186	7	1	16	22	0	1	104	8	65	38	1	1	0	4	26	185	3	408	7	33	15	3	7	8
TCGA_gbm-6-16057251	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1839	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1861	0	0	0	0	0	2	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA_gbm-9-42608501	262	3	8	24	8	5	73	30	70	56	58	4	60	3	4	106	12	45	61	12	227	136	3	106	136	4	62	16	40	22	24	185	7	4	8	40	46	20	218	87	17	5	196	3	1864	33	19	110	206	5	29	8	27	180	25	126	33	6	60	21	15	35	72	12	70	4	17	19	34	12	23	6	19	524	73	19	38	16	9	4	13	33	58	26	86	71	44	53	5	38	64	163	112	22	19	27	2	27	12	7	0	22	153	53	2	16	2	381	18	572	9	77	103	167	12	6	51	9	72	18	59	6	29	35	10	59	47	100	6	90	8	158	113	19	8	12	277	88	96	74	39	105	13	152	57	81	13	132	154	6	3	1	27	62	28	23	25	52	73	11	35	119	40	8	19	24	167	5	65
TCGA_gbm-3-59226501	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	873	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
TCGA_gbm-12-28141501	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1260	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
